Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
knnofficad,reward_low_FN_rate,realTweets/Twitter_volume_GOOG.csv,0.999013888,-1.9076099831,6,13642,18,1426,15842
knnofficad,reward_low_FN_rate,realTraffic/occupancy_6005.csv,0.999013888,0.201272490375,1,1778,6,238,2380
knnofficad,reward_low_FN_rate,realTweets/Twitter_volume_AAPL.csv,0.999013888,1.10672476595,14,13539,25,1574,15902
knnofficad,reward_low_FN_rate,realTraffic/TravelTime_387.csv,0.999013888,2.262095378,11,1873,3,238,2500
knnofficad,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.999013888,-2.12844919792,1,3017,9,401,4032
knnofficad,reward_low_FN_rate,realKnownCause/machine_temperature_system_failure.csv,0.999013888,-17.4600701415,134,19477,200,2134,22695
knnofficad,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.999013888,0.0,0,3428,0,0,4032
knnofficad,reward_low_FN_rate,realTweets/Twitter_volume_CVS.csv,0.999013888,1.86645630301,11,13569,8,1515,15853
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.999013888,-0.198205756007,2,3015,10,401,4032
knnofficad,reward_low_FN_rate,realKnownCause/ec2_request_latency_system_failure.csv,0.999013888,0.930031260915,8,3071,11,338,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.999013888,0.0906718242697,3,3018,7,400,4032
knnofficad,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,0.999013888,1.39824330604,3,1216,3,159,1624
knnofficad,reward_low_FN_rate,realKnownCause/nyc_taxi.csv,0.999013888,-0.907875416592,14,8515,20,1021,10320
knnofficad,reward_low_FN_rate,realKnownCause/rogue_agent_key_hold.csv,0.999013888,-2.47625352978,4,1401,9,186,1882
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.999013888,0.292080745054,4,3012,14,398,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.999013888,0.406537840284,6,3080,5,337,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.999013888,-1.68844919792,1,3021,5,401,4032
knnofficad,reward_low_FN_rate,realKnownCause/rogue_agent_key_updown.csv,0.999013888,-2.32807815493,1,4022,13,529,5315
knnofficad,reward_low_FN_rate,realTweets/Twitter_volume_FB.csv,0.999013888,0.0731504300695,3,13486,15,1579,15833
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.999013888,-0.679220445757,11,3011,14,392,4032
knnofficad,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.999013888,0.0,0,3428,0,0,4032
knnofficad,reward_low_FN_rate,realTraffic/TravelTime_451.csv,0.999013888,0.0361587830753,1,1613,8,216,2162
knnofficad,reward_low_FN_rate,realTraffic/speed_7578.csv,0.999013888,3.23242618091,6,839,3,110,1127
knnofficad,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.999013888,-0.77,0,3421,7,0,4032
knnofficad,reward_low_FN_rate,realAdExchange/exchange-4_cpm_results.csv,0.999013888,-0.703391839324,4,1220,13,160,1643
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,0.999013888,-3.08272653697,0,3015,10,403,4032
knnofficad,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,0.999013888,0.229785848899,4,1211,7,159,1624
knnofficad,reward_low_FN_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.999013888,-0.825861928587,5,3458,5,460,4621
knnofficad,reward_low_FN_rate,realKnownCause/ambient_temperature_system_failure.csv,0.999013888,-1.38069945753,18,5762,29,708,7267
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.999013888,-1.58964426186,4,3011,12,401,4032
knnofficad,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,0.999013888,-0.99,0,3419,9,0,4032
knnofficad,reward_low_FN_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.999013888,-1.75356633375,11,15778,23,1488,18050
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.999013888,-0.56932817573,1,3012,13,402,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.999013888,-0.212967566883,5,3537,11,468,4730
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.999013888,-0.473322810019,4,3011,14,399,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.999013888,0.212310277482,2,3020,6,400,4032
knnofficad,reward_low_FN_rate,realTraffic/speed_t4013.csv,0.999013888,1.5160251845,4,1869,2,246,2495
knnofficad,reward_low_FN_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,0.999013888,1.16768326159,4,3020,6,398,4032
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.999013888,-2.0,0,3025,0,403,4032
knnofficad,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.999013888,-1.76879975607,10,3008,15,395,4032
knnofficad,reward_low_FN_rate,realTweets/Twitter_volume_PFE.csv,0.999013888,2.28053609714,6,13509,11,1582,15858
knnofficad,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.999013888,-0.0193281757303,8,3017,8,395,4032
Totals,,,,-26.9486036854,411,298557,790,33084,365558
